index,UMAP_1,UMAP_2,state
5332,2.1180124,1.5851463,start
5644,7.9232216,3.8883634,start
6006,4.6151752,6.4577885,start
5144,0.76305574,0.3429925,start
5534,1.2502321,2.8288748,start
5120,0.7249173,3.0999687,start
5452,3.4208639,1.4046072,start
5882,3.5091658,0.8006596,start
5540,5.6305227,3.735539,start
5486,6.7209244,3.3104277,start
5715,4.606769,4.6088347,start
6066,2.7894511,7.7517357,start
5083,0.2400735,5.796493,start
5243,4.231258,-0.34584773,start
5752,3.4012036,8.274503,start
5217,6.0716186,2.5571387,start
5115,2.0864773,1.6787864,start
6037,1.3739825,6.771672,start
5559,-0.0035990311,4.6276693,start
5398,3.7238946,3.1162672,start
5893,4.2932687,1.0663466,start
5041,5.243562,-0.14570706,start
5074,4.493497,5.677271,start
5680,2.0181863,6.7599936,start
5869,2.786559,2.4175506,start
5578,5.7961698,3.2326818,start
5177,2.8857172,6.541238,start
5261,6.4865537,4.6062956,start
5750,4.5024385,4.1872344,start
5839,2.3048108,4.5926704,start
5584,1.518066,0.7123764,start
6012,2.1386724,3.8014865,start
5412,6.3916526,5.61567,start
5727,4.862118,7.1763477,start
5197,5.9097247,2.3356433,start
5331,5.1382794,4.591977,start
5104,0.58286273,5.9072833,start
5267,2.6100612,0.8579231,start
5406,5.029508,5.0369277,start
5362,3.357759,1.110315,start
5302,7.930734,2.8278728,start
5375,4.281073,3.1871903,start
5016,5.4373384,0.54668266,start
5742,4.828824,4.415529,start
5572,0.9585813,7.038339,start
5866,3.5825846,3.9388978,start
5212,0.21585529,4.792792,start
5037,4.104172,4.9098115,start
5471,4.9657273,3.8513548,start
5495,-0.055966083,2.3932621,start
5416,0.5085779,2.86098,start
5341,0.18748488,3.6928718,start
5583,2.7448535,6.985737,start
5010,0.056805313,4.4843493,start
5235,3.3944588,5.053659,start
5867,-0.67830783,2.4096794,start
5912,2.365935,3.219262,start
5694,1.5219572,0.21456,start
5304,6.6409087,6.2289295,start
5531,6.5468125,2.1265016,start
5152,5.159414,3.8226945,start
6034,3.470939,4.265588,start
5830,3.6735938,4.973271,start
5050,3.7964833,4.7769885,start
5411,-1.2857862,1.9796158,start
5941,1.5408397,6.123511,start
5386,1.2016593,4.9777637,start
5607,0.22274856,2.4901302,start
5852,1.0790792,4.4475303,start
5194,1.4553648,3.9820108,start
5090,4.161213,1.7249254,start
5154,2.3937116,7.1971297,start
5051,2.6971502,1.6219622,start
5009,5.936065,2.0763025,start
5045,6.1763353,3.804943,start
5522,1.8034105,1.1982712,start
5470,3.2980978,4.5392365,start
5868,5.7634993,5.4501915,start
5387,7.815821,2.850596,start
5327,2.3349257,1.106182,start
6007,0.5781084,0.61776906,start
5124,-0.4129185,2.8428206,start
5999,3.3402267,1.9768416,start
5824,4.106142,0.95263886,start
5277,4.3351073,0.83323824,start
5633,3.7572,7.2678413,start
5682,0.8430535,5.638697,start
5675,1.7379487,7.2524123,start
6041,0.7386688,4.7213163,start
5914,4.969587,1.186214,start
5605,2.4487088,2.1485548,start
5681,4.777634,4.4714537,start
6009,5.7398033,6.511723,start
5994,2.734301,1.4586117,start
5464,7.3134665,4.462918,start
5691,-0.3274723,4.5842338,start
5504,0.39770812,4.215999,start
5404,5.4206266,6.984197,start
6030,7.3901706,1.2298261,start
5921,7.579681,1.675939,start
5019,3.3140812,2.3567116,start
5220,3.1013863,6.6031847,start
5740,5.8104663,1.2744595,start
5748,4.236198,3.2507777,start
5515,2.7710633,4.5509315,start
5993,5.4336443,7.0768604,start
5432,8.308423,3.1479678,start
5303,5.7470903,3.9165125,start
5581,7.803936,3.3857346,start
5385,4.5652647,3.7072742,start
5185,5.66405,3.992883,start
5461,-1.0520078,1.8405186,start
5812,3.7802143,5.6243086,start
5356,6.5711293,6.1067243,start
5238,3.012885,4.748009,start
5458,2.6750712,0.3529442,start
6048,4.6113725,2.6398096,start
5431,5.3531413,3.0404947,start
5628,-1.229058,3.1620715,start
5101,-0.5049717,4.8120933,start
5364,2.411414,1.9825159,start
5992,0.58512723,0.9747633,start
5517,1.3691132,2.615187,start
6090,3.537016,1.3230747,start
5056,0.28335163,2.2960384,start
6044,5.932167,4.1784487,start
5163,3.9321246,3.5511706,start
5705,3.865172,0.69882166,start
5453,5.381008,0.42546895,start
5819,5.43224,1.9672403,start
5895,5.5970182,6.2865224,start
5709,0.7455493,5.3385606,start
5291,1.8950213,4.4347396,start
5769,3.2283535,8.046183,start
5983,0.43141156,1.0250674,start
5579,2.1176236,6.242988,start
5229,5.4355054,4.8601155,start
5260,3.9751525,1.3020718,start
5686,6.3894677,3.7682488,start
5782,6.2421927,3.4616554,start
5674,2.0147784,2.6702807,start
5513,6.4068375,4.939261,start
5656,5.281193,3.4934864,start
5815,8.521636,3.346964,start
5042,-0.36560768,3.8435254,start
5649,7.4997363,3.19733,start
5744,4.211807,0.8537337,start
5530,0.9796263,5.171544,start
5459,6.0858216,1.5042589,start
5189,-1.2174255,4.0543404,start
5780,6.6550646,1.5921255,start
5315,2.7586284,7.4717317,start
5964,-0.5577423,4.832163,start
6056,5.0302453,3.2954998,start
5662,5.386102,7.020682,start
5358,5.9742126,3.782821,start
5437,7.615338,1.7762282,start
5818,1.8231162,2.3665137,start
5128,5.706435,0.18028447,start
5071,-0.6656305,1.9372154,start
5899,6.5393457,3.6416364,start
5188,6.889742,2.5036142,start
5330,5.6179285,0.40743113,start
5468,2.4980066,0.78867894,start
5875,6.403477,1.9893413,start
5690,2.5394669,7.145015,start
5122,6.903486,2.0808883,start
5736,2.917971,2.7768152,start
5158,4.5510397,2.73965,start
5439,3.8740683,2.9798443,start
5590,1.568531,6.807939,start
5210,6.949252,5.55225,start
5399,3.142758,2.6423423,start
5137,4.55107,-0.09643024,start
5811,1.0354236,1.1341469,start
5440,1.2649622,3.3626366,start
5226,7.6151395,2.746072,start
5493,2.004037,2.3776815,start
5242,6.3183975,1.7228879,start
5395,7.561502,4.2838182,start
5785,5.171299,0.67556,start
5173,6.300203,1.2628555,start
5935,7.3441014,0.8202523,start
5848,1.7824903,1.0759548,start
5596,5.89163,6.7442904,start
5278,2.7870154,2.394281,start
5465,1.8628473,2.6322777,start
5272,2.3844218,2.6004097,start
5526,4.945987,5.434816,start
5123,1.3097074,0.8540125,start
6001,1.9665245,5.2075167,start
6077,3.720805,-0.50718117,start
5632,0.16033249,0.621244,start
5835,4.047708,-0.016748348,start
5257,7.977127,3.5985205,start
5415,3.6287422,2.5194967,start
5989,3.7130187,4.107531,start
6054,1.2157571,0.5127953,start
5265,7.682993,3.8502486,start
5026,-0.9897047,3.028131,start
5200,4.2726126,3.3375409,start
5339,4.862106,0.70387167,start
5671,6.0078764,6.311074,start
5462,1.5091338,1.6988002,start
5380,0.13538279,5.654733,start
5844,5.0584364,4.800807,start
5689,0.82340264,6.8560123,start
5117,0.47945634,6.37063,start
5253,5.6258564,5.00118,start
5389,3.5434272,2.4061496,start
5502,1.9051806,2.7492206,start
5880,1.9308573,2.4426787,start
5143,4.1970167,0.3898267,start
5190,2.6508822,7.528005,start
6088,0.44371608,1.895643,start
5139,-1.2175862,3.172371,start
5048,5.581444,2.9833763,start
5131,0.77784956,2.7691891,start
5417,4.6484184,2.787653,start
5421,2.5018668,1.0761473,start
5525,8.181889,4.110874,start
5403,0.022073075,3.803832,start
6074,3.3996277,8.008935,start
5290,3.2543838,2.0520828,start
5934,6.9198747,4.6774063,start
5872,3.0791683,8.0574045,start
5474,1.6986766,4.4861374,start
5937,-0.5485124,3.4476473,start
5196,6.248195,6.3473926,start
5986,6.40487,1.4011493,start
5892,3.822799,-0.15450925,start
5909,1.4610802,4.8436875,start
5107,4.819941,1.6424286,start
5762,7.412429,1.082834,start
5343,2.69734,3.952969,start
5093,3.1658587,6.4791665,start
5723,-0.6662098,4.2164044,start
6016,4.749019,1.5440533,start
5947,0.33065623,5.703791,start
5707,6.6133027,2.4986453,start
5157,3.211825,3.7751951,start
5922,-1.1565102,3.2554336,start
5005,6.0621176,5.400575,start
5712,1.7450064,3.7108338,start
5668,0.4217544,0.028829187,start
5360,4.103582,6.6693583,start
5478,4.407163,3.8827858,start
5204,1.1710082,1.7297555,start
5488,5.5455017,5.3159714,start
5826,2.3416932,3.1536903,start
5555,0.83611953,5.98679,start
5949,6.244041,3.4930146,start
5499,3.8994744,3.1650252,start
5367,5.388639,5.7331624,start
5436,-0.56115437,5.291929,start
5648,3.3707747,2.6993575,start
5950,7.3486505,3.7079377,start
5520,3.0923796,1.7524801,start
5798,0.24461691,1.3319739,start
5181,3.4588842,1.8128861,start
6096,2.5468273,1.5161672,start
5687,5.51945,2.4559782,start
5886,4.7034783,2.5563068,start
5477,6.047456,4.9618826,start
5174,2.569684,-0.31951794,start
5650,2.1625667,0.631324,start
5942,5.3100686,4.6335535,start
6086,6.669517,2.212248,start
5919,0.47602376,4.7291512,start
5247,-0.4261994,5.4692893,start
5523,0.7891177,6.875859,start
5161,1.7668717,4.6367235,start
5441,1.6406798,0.27046692,start
5207,5.5006757,1.6597342,start
5660,4.0810122,2.4865797,start
5313,0.56465834,6.0518026,start
5475,6.8613024,1.6773695,start
5774,-0.6449463,4.8941216,start
5153,0.84676206,2.1259522,start
5168,2.0101533,4.741487,start
5070,3.1899157,1.4606559,start
5319,5.3395534,1.3717399,start
6065,0.09471384,5.173705,start
5394,-1.2759429,3.646357,start
5299,7.03955,4.9054084,start
5215,4.7337317,3.4653516,start
5352,0.33471048,5.5526156,start
5829,-1.3527957,3.7282674,start
5281,2.067815,0.58951575,start
5270,3.8937924,-0.474638,start
5378,6.190368,4.734133,start
5553,4.852435,5.2517195,start
5561,6.0030093,4.172118,start
5195,6.216227,5.832812,start
5199,6.2031126,6.2723393,start
5176,1.1525173,4.2219324,start
5245,-1.2935877,3.2949514,start
5617,3.2906222,5.129605,start
5222,6.5120254,2.8912504,start
5376,1.3214626,3.4634445,start
5943,2.304178,1.1250201,start
5982,1.2683512,5.773985,start
5706,2.0554202,3.99581,start
5103,0.6427305,0.47268513,start
5966,4.650394,4.5539403,start
5990,3.280445,1.3191788,start
6084,0.6931466,6.667133,start
5269,5.2123437,2.0336037,start
5846,0.6021332,4.241004,start
5125,3.4464102,2.495782,start
5337,5.2471743,0.62367094,start
5529,0.6349717,0.95027316,start
6043,-0.6798043,3.2200067,start
5073,4.4973245,3.6229045,start
5455,3.9795578,4.7074323,start
6062,-0.4614612,5.6436296,start
6095,5.5754614,5.141825,start
5292,1.2543632,2.3900554,start
5615,6.3162904,5.612904,start
5573,2.4303725,1.1760653,start
5314,4.251481,2.747265,start
5061,0.6296052,1.8717456,start
5140,1.4208256,2.5508652,start
5034,5.335101,2.3201575,start
5250,1.7017835,1.313019,start
5763,4.459419,1.0499792,start
5201,4.293178,3.1179385,start
5726,0.8621217,5.345045,start
6071,6.039198,4.4079885,start
5734,7.397762,2.7478952,start
5642,3.1390307,4.8204775,start
5044,-0.13547078,5.4241185,start
5753,1.1598841,5.3653235,start
5136,1.9467698,3.1232605,start
5166,6.2882533,3.292346,start
5382,5.594714,4.24252,start
5262,-0.91436464,3.9914076,start
5038,4.8486156,6.0577426,start
5334,5.1524696,0.7297993,start
5075,4.979553,0.81113994,start
6073,1.3357573,0.9586453,start
5968,3.8475685,-0.43183863,start
5988,1.1445265,5.2688813,start
5067,0.8102002,7.049581,start
5991,7.296292,2.0181758,start
6076,6.7912726,2.0427036,start
5790,6.7577457,4.9254894,start
5676,-0.1376896,2.502453,start
5575,5.404877,0.74706525,start
5678,4.71593,3.248817,start
5084,6.1717277,2.3156154,start
5483,2.49918,0.23528607,start
5445,7.658976,3.7706645,start
5975,6.3359556,1.100879,start
5374,1.2209653,5.181998,start
5539,0.970747,2.667184,start
5972,2.478032,1.2879475,start
5274,7.341971,2.3706105,start
5806,7.1699567,3.3306904,start
5688,4.65833,2.5075414,start
5558,1.500253,5.744197,start
5500,5.3866873,4.6123776,start
5967,-1.0399354,2.8077793,start
5355,5.6538773,5.075145,start
5970,0.97479165,5.915929,start
5850,2.25956,4.9115896,start
5259,2.5855522,0.9605008,start
5954,5.2769423,6.8855615,start
5344,4.8055468,3.2507787,start
5031,6.5013046,4.3842688,start
5494,4.348642,5.6225543,start
5377,3.4198916,-0.59242254,start
5237,6.9716134,2.0523586,start
5538,2.8807333,1.1496788,start
5167,0.56304675,2.2216885,start
5663,4.749462,3.3902235,start
5862,5.5838265,5.988619,start
5794,1.0697204,6.300407,start
5773,5.977648,6.495719,start
5251,0.1545057,5.4092817,start
6060,4.192343,7.518894,start
6029,2.96574,1.7317497,start
6014,4.069399,7.4203534,start
5624,2.8479688,1.6483144,start
5894,0.85105497,2.4404297,start
5271,0.09402187,5.081135,start
5472,3.2699258,7.3710966,start
5699,1.0340911,3.492789,start
5369,2.2522795,1.5452344,start
5216,0.48173267,4.386905,start
5940,-0.27269694,2.4310403,start
5938,5.631092,6.705759,start
5855,3.5138247,7.285128,start
5751,7.638762,2.5128214,start
5771,7.5857587,3.123675,start
5589,5.9870944,1.4576031,start
5324,5.7241826,4.978119,start
5775,1.5871764,0.51514745,start
5030,6.739673,4.0831223,start
5202,0.2451253,4.412384,start
5467,0.7055402,4.1219463,start
6017,6.045707,3.5689745,start
5697,7.1518145,3.1899836,start
5209,1.9880875,2.9156494,start
5379,0.27734923,2.661135,start
5876,0.053830814,5.4231296,start
5236,4.036151,2.8080955,start
5567,5.3890414,2.6658473,start
5926,1.8866701,1.2948241,start
5857,-0.42950597,4.12814,start
5309,1.4406943,1.9530832,start
5758,2.8772318,7.3280544,start
5906,1.8821863,2.4744492,start
5603,5.620663,5.3968344,start
5160,0.7898904,3.1587026,start
5390,3.3486927,8.18608,start
5936,7.5603113,3.394861,start
5598,4.9013195,3.9122612,start
5703,-0.34903443,5.842341,start
5745,3.128502,7.0495577,start
5231,6.7414856,1.3616883,start
5171,6.21276,1.957026,start
5487,3.3397548,2.2810767,start
5810,3.4968896,3.9186327,start
5574,6.887371,5.006154,start
5888,-0.4945144,3.020125,start
5183,0.57357246,4.9956093,start
5985,2.2009342,5.1751046,start
5017,6.579955,3.206475,start
5312,6.523425,3.2891607,start
5121,6.659451,2.0834112,start
