"gene_name","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PPIL2",0.155473784350547,3.51974717831291,1.35685949271192,0.180667546003511,0.841619003121944,-5.4451263170998
"RCL1",0.217804399682544,3.51550310811236,1.35280912910916,0.1819501903327,0.846279955035816,-5.45279522000881
"CLNK",-0.589921113503346,-1.76623833141458,-1.35109498636848,0.182495103150663,0.847500479027846,-4.89806187847912
"RAB31",0.231741340460236,4.60076077797612,1.347189006048,0.183741433953855,0.850632621274629,-5.53931145645924
"SMC4",0.310274874343023,1.98977954340737,1.3458972618762,0.184155031392677,0.850632621274629,-5.30719591411582
"CGA",-0.707144047044751,-1.85245552003665,-1.34518897446076,0.184382115444786,0.850632621274629,-4.90056779645999
"ENPP2",-0.21520352886916,6.49940259364258,-1.34486830485807,0.184484995448827,0.850632621274629,-5.62217328793059
"PAG1",-0.645318343744953,-1.83209414742343,-1.34404934363468,0.184747940089912,0.850632621274629,-4.9044539416125
"RRM2",-0.493775054676352,-1.18399448164469,-1.34327098959311,0.184998111337523,0.850632621274629,-4.93931246128173
"LINC01806",-0.543132917194655,2.29961358028367,-1.34278523943062,0.185154367230778,0.850632621274629,-5.31849581677151
"H19",-0.680011211580233,-1.86444784796448,-1.34082014066301,0.18578752464916,0.851706280021636,-4.90582485466941
"BMX",-0.591006091871486,-2.36266245007325,-1.34029850977642,0.185955871138057,0.851706280021636,-4.89163915748392
"MDC1",0.228877881536599,4.22904725066943,1.33879107173689,0.186443020339349,0.852425378328077,-5.52690830873974
"VIM",0.579281886968065,3.80233060277135,1.33772017617561,0.186789683934623,0.852425378328077,-5.50780061835299
"CCDC137",0.234348480154887,3.55782205271949,1.3371782494385,0.186965299646625,0.852425378328077,-5.47700455807825
"ANXA10",-0.612195248936733,-1.83311197561551,-1.33440182545038,0.187866990735183,0.855236680129814,-4.91533836985893
"AS3MT",-0.36035212938977,0.321660196240318,-1.33339615636937,0.188194412370789,0.855429147139951,-5.07926288900761
"NRG1",0.360699312404967,1.59253689176444,1.33026224190975,0.189217517842597,0.858671827045572,-5.27855583646158
"COMP",-0.600849175138159,-2.35171558254584,-1.32945953233536,0.189480249834723,0.858671827045572,-4.90419645609811
"CDK1",-0.633888557696861,-1.49369796558552,-1.32832406425271,0.189852368104082,0.859060489158741,-4.93702886305239
"GDF15",-0.68102084434673,3.08756450364283,-1.32645235142923,0.190466979066303,0.860543580118838,-5.4196377916659
"REG3A",-1.29148033909794,1.29130255186057,-1.32370699386179,0.191371192617748,0.861124284461562,-5.1509147636245
"MAP3K20",-0.487235889469768,0.781803097606968,-1.32360728523922,0.191404093796529,0.861124284461562,-5.14565938631299
"PCDHAC2",-0.419996332533958,-0.0817918020968447,-1.32337288056217,0.191481457936799,0.861124284461562,-5.05601738929921
"INSL5",0.542625433491673,-2.63099102537936,1.32257892810808,0.191743674006774,0.861124284461562,-4.91126529073389
